rainfall_mm,aqi,zone_risk,hours_per_week,vehicle_age_yrs,past_claims,gig_tenure_yrs,premium_tier
37.16,144.29,2,37.7,0.9,0,6.0,0
11.32,130.02,2,70.0,0.3,0,4.8,0
19.11,131.38,2,52.1,5.2,1,3.1,0
51.72,57.13,3,18.0,1.9,0,0.0,1
18.44,165.86,1,37.6,8.6,0,7.6,0
13.29,147.58,2,28.0,1.2,1,2.8,0
20.45,194.72,1,48.3,2.4,1,3.3,0
52.85,155.61,2,72.4,4.1,0,8.4,0
12.25,140.24,1,42.3,8.4,0,0.5,0
5.73,97.73,1,42.1,3.0,0,9.3,0
37.35,154.33,2,77.0,1.9,0,0.0,1
52.46,194.29,1,52.6,8.1,0,9.4,0
3.18,81.4,1,51.9,1.5,0,4.5,0
8.23,155.25,2,29.4,0.3,1,1.0,1
4.59,163.98,2,55.0,2.4,3,6.7,0
12.83,106.92,3,52.6,6.2,1,9.0,1
17.95,114.73,2,39.4,0.1,0,4.4,0
41.45,163.84,1,83.3,3.5,0,6.9,0
31.59,81.99,2,75.3,3.6,1,9.8,0
29.1,171.0,1,65.5,10.6,1,2.4,1
13.03,96.28,3,49.8,1.4,3,8.2,1
55.25,213.77,3,44.2,1.3,2,3.0,1
19.12,290.27,2,23.7,2.3,0,4.3,1
116.05,98.35,2,32.6,1.8,1,2.8,1
30.17,182.05,1,67.3,5.3,1,4.5,0
4.05,106.4,2,43.6,4.1,1,0.1,0
33.83,212.46,3,75.3,5.7,0,3.0,1
11.8,74.08,1,20.9,6.9,0,4.5,0
34.78,178.84,1,47.6,10.3,1,6.3,0
2.17,97.62,2,57.9,2.3,2,6.4,0
5.77,137.58,2,48.2,15.0,0,5.8,0
58.08,88.14,1,75.8,1.0,0,2.9,0
7.73,199.34,3,83.2,5.0,1,9.5,1
54.43,99.78,1,18.6,3.1,2,3.9,0
9.82,183.12,1,19.6,6.8,3,2.2,0
30.89,129.35,2,19.6,2.6,1,5.5,0
35.54,143.13,1,60.4,6.1,2,7.5,0
21.56,158.87,2,37.6,10.6,0,0.1,0
10.93,104.29,1,64.3,5.3,0,2.8,0
7.17,162.62,1,40.0,6.0,0,8.2,0
1.01,241.82,1,56.4,0.3,0,5.1,0
10.87,103.31,3,67.0,0.9,1,4.1,1
31.77,220.31,2,50.6,14.6,1,9.3,1
83.57,239.89,3,49.9,4.7,1,0.9,1
61.49,101.03,1,16.5,3.3,0,6.2,0
43.58,62.7,2,40.4,1.8,1,3.4,0
46.6,168.12,2,50.4,0.2,0,0.7,1
32.81,117.16,3,44.2,1.8,0,2.1,1
9.04,262.12,2,76.7,2.8,2,6.3,1
71.32,152.09,2,77.1,1.0,0,0.3,1
33.33,101.87,1,70.8,0.8,2,5.9,0
24.66,81.17,2,37.8,2.8,1,9.6,1
3.53,215.39,2,63.1,3.5,4,8.0,0
17.77,115.73,3,39.3,1.1,3,3.5,1
18.51,152.63,1,27.2,3.5,2,1.4,0
59.98,207.35,1,35.4,9.2,2,4.7,0
23.73,120.94,2,15.3,2.6,0,3.9,0
14.36,147.24,1,34.6,7.8,1,9.7,0
112.91,149.01,1,44.1,10.5,0,9.9,1
3.52,191.0,3,80.7,0.4,0,4.1,1
16.47,185.44,2,33.2,0.4,0,1.5,0
1.29,136.79,3,76.8,2.6,0,9.1,1
40.4,153.82,3,26.9,3.5,0,7.9,1
75.06,127.69,1,24.1,2.2,1,5.1,0
9.86,61.34,2,48.4,1.6,1,3.7,0
58.63,165.46,1,59.8,4.1,1,4.5,1
10.37,263.53,3,13.3,0.0,3,9.0,2
72.5,96.98,2,26.4,13.8,1,1.8,1
42.07,103.62,1,43.7,1.1,1,8.1,0
49.03,97.76,1,34.5,10.0,1,0.2,1
0.55,193.48,2,62.7,0.5,1,9.2,0
98.75,176.91,1,47.8,1.1,0,5.0,0
38.91,140.49,1,21.9,1.1,0,2.3,0
10.9,94.92,3,76.2,15.0,1,0.0,1
53.05,155.54,3,31.7,0.0,5,5.6,2
9.92,56.12,1,64.1,4.1,0,2.4,0
61.85,158.61,2,67.7,8.2,1,6.3,1
3.58,202.29,3,81.3,4.5,0,2.8,1
36.49,74.93,1,46.9,1.8,1,0.9,0
23.34,58.05,3,55.6,12.7,2,5.1,1
3.05,244.77,1,34.8,9.0,0,5.6,0
8.31,113.29,2,60.2,2.3,1,4.5,1
0.37,218.16,2,44.3,3.4,0,4.6,0
18.98,140.76,2,42.4,13.7,0,5.9,1
10.75,140.28,3,73.3,15.0,1,5.3,1
27.37,176.3,1,13.7,2.4,0,1.3,0
10.58,96.96,1,75.3,7.5,0,2.0,0
10.7,157.95,2,73.1,1.4,0,1.4,0
40.78,127.11,3,47.5,1.9,0,6.9,1
1.48,70.77,1,46.3,0.7,1,5.3,0
69.96,170.25,3,36.8,0.9,0,4.3,1
57.37,134.2,1,83.6,4.3,0,8.0,0
33.06,140.58,1,18.2,2.9,0,3.3,0
26.98,77.39,3,53.7,1.1,1,5.7,1
66.85,245.48,1,60.4,2.1,1,0.7,0
6.15,202.6,2,79.1,1.9,1,7.4,0
2.47,207.85,1,67.7,15.0,0,7.0,0
8.21,131.67,1,57.6,7.7,0,8.0,0
47.48,46.25,2,18.6,2.0,1,8.8,0
1.06,267.18,2,37.7,9.8,0,7.6,1
26.23,146.33,2,20.3,1.7,1,8.4,0
161.7,105.07,2,75.2,4.4,0,3.5,1
58.08,175.01,1,65.5,13.6,1,3.4,1
22.11,220.03,2,66.1,2.0,1,9.4,0
1.97,148.62,3,58.3,4.6,0,9.1,1
53.4,226.71,3,47.5,1.4,0,5.5,1
27.41,214.98,1,21.1,1.2,3,3.7,0
3.66,85.42,1,34.4,3.4,1,8.7,0
2.96,109.57,3,20.1,15.0,1,3.2,1
72.11,207.45,2,63.6,2.4,0,1.5,1
33.19,0.0,2,21.9,11.1,0,6.4,1
53.03,141.03,3,62.0,9.8,0,0.4,1
63.35,64.15,1,61.2,1.2,1,3.8,0
25.44,121.41,2,44.0,2.1,0,8.1,0
21.86,132.07,3,20.0,4.1,1,3.0,1
16.89,128.51,2,33.3,2.9,0,9.3,0
11.44,116.86,1,33.7,0.4,2,9.6,0
17.11,84.17,1,61.8,15.0,1,8.2,0
44.6,287.51,1,18.4,5.6,1,9.9,0
27.63,262.05,3,71.4,2.3,0,5.3,1
66.91,80.28,1,66.3,3.9,1,5.7,0
17.58,244.93,1,23.8,0.4,2,8.4,0
28.03,126.03,3,63.2,2.7,0,4.9,1
29.93,157.75,1,59.5,10.7,0,4.1,0
26.87,146.2,1,65.4,9.1,3,6.1,0
36.38,110.42,1,24.0,1.6,0,6.6,0
8.13,209.03,1,21.7,3.0,0,7.5,0
21.55,157.55,2,27.5,4.8,0,6.7,0
3.3,121.41,3,37.1,1.7,0,7.5,1
14.56,71.72,3,68.7,0.3,0,6.7,1
20.06,96.38,2,64.6,2.8,1,4.8,0
31.69,51.52,2,78.5,3.7,0,1.3,1
90.19,150.73,2,14.3,0.0,1,7.9,1
27.54,78.2,1,10.9,0.4,1,0.3,0
40.83,134.07,1,61.7,0.9,3,9.9,0
21.17,232.21,3,30.7,1.7,0,8.3,1
30.16,221.96,1,34.7,3.1,0,6.7,0
2.21,148.06,1,50.5,1.4,1,9.7,0
8.81,144.77,2,17.6,1.3,1,6.1,0
13.48,262.79,2,57.6,8.1,2,0.6,1
19.19,181.25,1,34.1,0.6,2,5.6,0
1.4,130.33,1,56.8,2.7,0,2.8,0
4.53,64.44,1,71.7,12.2,1,3.7,0
9.72,173.63,2,22.7,3.9,1,4.6,1
106.77,199.76,1,78.9,5.1,0,7.7,1
12.07,112.1,2,49.3,2.3,0,5.0,0
19.74,167.47,2,78.3,0.1,0,4.7,0
6.55,128.19,3,25.4,4.2,0,3.0,1
28.31,138.96,1,54.7,4.0,0,5.4,0
9.88,0.73,1,39.9,0.5,3,2.5,0
6.96,136.69,2,67.3,2.5,0,2.6,0
21.81,208.16,2,54.8,9.9,2,7.6,0
0.17,112.12,1,46.6,0.9,1,3.4,0
0.23,153.15,2,77.6,2.5,1,0.5,1
7.42,104.64,1,37.9,2.5,0,3.4,0
1.12,171.63,1,26.3,6.7,0,6.4,0
3.43,137.01,2,55.0,7.0,0,8.1,0
12.41,93.65,1,56.2,5.7,2,9.6,0
48.67,229.95,3,42.5,1.8,0,7.5,1
25.46,205.74,2,46.0,0.3,0,4.3,0
21.56,113.71,2,81.0,1.7,1,3.0,0
10.42,179.87,2,64.2,4.6,3,1.3,1
80.54,182.24,2,18.2,4.9,1,6.3,1
15.18,188.54,1,25.7,13.4,2,5.1,1
2.73,48.34,3,82.2,2.4,3,6.8,1
28.8,210.4,3,63.8,4.0,0,2.4,1
3.63,115.82,1,77.7,3.1,0,3.2,0
12.7,128.53,1,32.5,0.7,1,2.9,0
21.24,308.27,1,64.9,2.5,0,8.0,0
62.2,168.11,2,62.8,3.1,0,1.7,1
20.41,126.82,2,31.8,12.0,1,6.1,0
36.35,17.68,3,50.8,1.8,0,0.5,1
148.08,233.39,3,56.4,15.0,0,5.5,2
4.23,69.29,2,45.6,3.1,2,0.6,1
9.64,89.79,2,71.2,1.1,0,1.8,0
15.05,130.12,2,71.6,0.9,2,1.1,1
16.44,234.98,2,72.9,0.6,2,3.5,1
15.88,196.39,2,69.5,2.4,0,3.4,0
71.45,140.53,2,46.1,0.1,2,8.3,0
37.56,168.5,2,38.2,2.4,3,2.3,1
28.09,113.98,2,71.5,15.0,0,0.9,1
11.1,158.38,2,46.3,4.4,1,6.0,0
52.08,154.4,2,28.2,5.7,0,6.9,1
93.07,208.13,2,47.5,0.5,2,2.9,1
51.64,208.03,2,20.5,2.6,1,6.0,0
0.05,179.64,2,61.2,1.3,0,7.8,0
30.35,128.26,2,34.9,9.0,2,3.5,1
1.57,194.51,1,29.3,0.8,0,5.3,0
8.94,144.48,1,80.8,2.5,0,1.5,0
1.84,85.09,2,67.5,3.5,2,0.2,1
27.77,125.8,2,68.2,2.9,0,9.8,0
34.81,155.07,3,56.2,7.1,1,3.0,1
3.65,204.61,1,72.1,1.1,1,2.8,0
14.53,138.99,1,66.2,1.9,1,9.7,0
18.28,77.45,1,54.3,6.3,0,7.3,0
13.82,153.4,1,81.1,3.0,0,5.9,0
3.87,156.81,3,24.2,2.1,2,7.0,1
16.29,161.15,1,79.8,0.1,1,7.1,0
41.73,205.19,2,39.7,5.6,0,7.6,1
2.21,211.14,2,49.1,14.3,1,0.7,1
2.51,114.35,2,19.1,3.9,1,4.1,0
13.14,113.03,3,50.0,7.8,0,3.0,1
85.28,87.59,2,55.2,2.9,0,0.7,1
33.13,191.93,1,83.8,1.1,2,4.1,0
34.06,236.93,3,82.2,0.1,0,6.2,1
13.48,131.1,3,81.5,4.2,0,1.8,1
27.02,135.51,1,35.8,2.7,1,3.1,0
0.31,238.01,1,83.4,6.1,2,6.4,0
30.33,180.33,1,43.7,4.7,2,5.8,0
73.35,176.17,1,73.0,15.0,2,8.7,1
28.45,78.55,3,26.0,2.9,1,7.9,1
62.07,190.72,2,47.4,2.2,1,9.7,1
38.62,94.25,1,81.5,1.4,0,6.0,0
3.85,81.96,3,80.1,2.6,0,7.0,1
69.82,129.19,2,60.6,8.3,1,8.6,0
2.06,114.85,1,69.0,0.2,1,8.4,0
22.9,136.7,3,23.1,15.0,0,7.2,1
4.6,63.54,3,63.4,15.0,1,5.0,1
0.35,207.53,3,55.7,3.6,0,2.7,1
16.45,217.66,2,16.8,1.6,0,8.8,1
10.49,33.16,3,18.4,1.0,2,7.8,1
19.97,208.71,1,18.0,1.3,2,8.4,0
25.83,101.37,2,63.6,0.2,0,1.4,0
1.34,201.42,3,20.5,2.6,0,3.1,1
3.94,145.89,1,44.6,0.2,1,4.2,0
24.54,151.73,3,36.4,5.1,0,8.4,1
12.61,138.89,2,50.7,1.9,0,8.9,0
39.19,222.73,1,62.3,0.9,0,2.8,0
31.69,75.62,3,60.7,3.1,0,6.9,1
56.05,186.47,1,48.1,14.6,1,0.8,1
35.38,216.08,2,44.4,4.8,2,4.1,1
16.86,192.98,1,39.4,2.7,0,4.9,0
33.53,289.48,3,73.8,6.0,0,7.7,1
9.66,118.26,1,34.5,5.3,1,8.9,0
10.97,207.44,1,29.2,8.9,1,3.4,0
46.67,143.63,1,65.0,0.9,0,5.3,0
17.74,224.0,3,36.6,7.8,0,6.5,1
48.04,149.54,2,72.7,1.4,0,3.3,1
51.85,126.73,2,34.3,11.3,1,9.9,1
58.47,228.36,2,61.9,1.3,1,8.8,1
74.54,120.51,2,13.3,10.5,0,3.0,1
16.92,65.24,1,38.5,13.3,2,5.1,0
11.52,118.99,2,35.4,0.6,0,2.3,0
26.18,187.14,1,70.4,14.7,0,5.1,0
13.92,233.52,3,81.6,0.4,1,6.8,1
27.57,156.67,3,44.1,1.0,3,0.9,1
36.68,229.09,2,71.0,2.3,1,8.7,1
34.98,68.51,1,61.8,15.0,0,5.9,0
14.08,123.4,3,81.6,2.7,1,9.9,1
5.48,132.69,1,70.0,3.2,1,0.3,0
16.89,143.13,1,15.7,4.7,2,8.3,0
4.62,155.05,1,62.8,13.8,0,7.9,0
66.24,191.45,2,49.6,6.1,1,1.3,1
12.73,123.31,3,11.2,1.0,1,3.4,1
5.03,158.34,1,28.6,1.4,0,8.8,0
0.77,147.29,1,78.2,0.4,0,5.2,0
31.14,94.45,2,78.5,4.1,0,4.0,1
30.39,143.18,2,69.1,0.8,0,9.1,0
12.49,141.38,1,82.7,1.2,1,0.9,0
2.23,140.1,1,69.7,8.8,0,4.7,0
15.81,151.91,3,10.8,1.6,1,6.5,1
11.18,154.54,3,31.3,3.3,1,6.1,1
33.91,124.06,3,12.3,2.0,2,2.6,1
27.93,226.36,3,17.0,0.3,0,5.6,1
13.6,79.83,1,26.2,1.8,1,7.1,0
7.37,106.74,1,47.3,2.1,0,5.8,0
132.78,316.8,1,72.7,9.0,0,6.8,1
18.15,87.72,1,73.8,1.6,2,2.6,0
34.97,68.77,3,55.6,1.9,4,8.3,1
4.54,194.07,3,78.7,6.1,2,4.5,2
19.94,25.37,2,47.0,5.7,1,9.9,1
0.84,135.88,1,75.8,6.4,0,0.2,0
21.12,278.75,3,43.6,12.3,0,3.8,1
99.74,57.3,3,30.5,6.3,2,1.8,2
14.55,31.08,1,77.8,2.1,2,5.6,0
1.19,60.05,3,38.7,6.9,0,2.4,1
0.94,203.9,1,47.3,2.8,1,7.4,0
14.73,217.49,1,34.3,1.3,1,8.8,0
5.23,119.24,2,59.0,1.4,0,2.1,0
0.71,190.99,2,83.6,1.0,2,1.6,1
42.34,233.42,1,11.9,0.6,0,8.8,0
18.4,257.24,1,76.6,0.8,0,3.6,0
10.24,135.22,3,10.3,0.3,1,4.3,1
69.1,11.91,2,37.0,8.8,0,2.2,1
3.7,100.75,2,22.5,10.7,3,4.3,1
93.65,124.39,1,66.0,3.5,0,2.3,0
11.3,134.46,1,13.7,7.3,0,6.7,0
65.79,138.73,1,51.0,0.8,0,5.0,0
27.71,217.13,1,31.8,9.3,1,7.9,0
52.58,226.47,1,19.9,2.8,1,3.1,0
124.08,139.7,1,67.1,0.3,1,5.1,1
10.21,215.91,2,26.1,0.6,1,2.6,1
97.43,171.46,1,26.6,1.5,1,9.3,0
14.8,153.87,3,30.4,0.2,1,5.2,1
14.61,204.39,1,53.4,1.5,0,1.7,0
12.48,154.34,2,58.8,0.2,1,2.7,1
23.39,273.47,1,11.3,1.1,2,0.8,0
5.02,63.7,2,27.9,1.2,0,0.3,0
24.2,119.09,1,41.9,15.0,0,5.3,0
23.41,142.41,3,34.6,1.1,1,3.4,1
43.05,176.37,3,75.4,1.1,1,9.6,1
53.81,226.08,2,68.3,4.6,1,1.7,1
17.42,148.54,1,56.3,7.8,0,7.9,0
10.8,64.67,2,35.0,2.0,0,3.2,0
9.01,200.55,3,61.8,8.3,0,2.2,1
6.49,195.3,1,72.4,1.7,0,9.7,0
1.78,33.49,2,54.0,0.9,0,8.0,0
12.58,149.77,3,68.1,1.6,1,6.3,1
9.45,54.59,3,65.4,3.8,0,7.0,1
101.81,110.12,3,52.3,1.8,0,9.9,1
24.47,95.83,3,33.1,4.5,0,5.9,1
12.8,198.56,3,65.2,1.1,0,1.0,1
26.06,157.01,2,25.3,4.8,0,0.6,0
4.5,72.86,2,67.7,1.7,1,6.7,0
17.61,202.8,3,69.5,2.4,1,6.6,1
29.52,63.97,2,70.8,3.3,4,7.5,1
20.14,169.81,3,45.0,4.6,0,1.1,1
15.41,101.16,1,24.2,1.1,0,9.4,0
152.73,128.06,1,17.4,7.2,0,5.5,1
63.69,180.26,1,65.0,5.1,0,6.5,0
29.3,181.29,1,75.6,1.1,1,0.3,0
25.28,230.22,1,58.2,14.8,0,9.6,0
29.08,145.06,2,20.7,4.4,0,5.6,1
6.74,168.39,1,79.2,2.4,2,5.6,0
15.08,123.74,2,83.2,0.7,0,9.4,0
1.21,160.92,2,42.1,3.0,0,9.3,0
19.36,176.37,1,54.0,0.7,1,2.2,0
23.49,144.1,1,67.5,2.2,1,9.3,0
7.75,41.77,2,64.5,2.1,0,7.4,0
99.75,169.89,3,81.6,5.1,3,0.2,2
72.06,171.87,3,18.5,0.9,1,2.4,1
38.42,109.19,3,53.0,6.9,0,4.1,1
22.87,72.94,3,61.2,1.6,0,5.8,1
61.2,238.55,2,75.9,2.3,1,7.0,1
4.2,179.49,3,74.7,5.9,0,2.1,1
46.89,136.26,3,82.4,3.9,1,8.4,1
4.0,81.78,3,47.9,1.5,0,8.5,1
47.43,100.69,1,71.5,2.0,3,6.3,0
9.68,228.16,3,41.6,1.5,0,9.2,1
62.89,158.26,2,41.3,3.6,2,8.1,1
86.49,116.96,3,28.7,1.6,1,2.2,2
4.83,180.58,1,70.5,5.2,0,8.0,0
18.63,101.14,1,83.0,3.5,1,9.5,0
118.88,240.05,1,29.0,0.6,1,1.4,1
19.82,231.17,1,14.2,1.5,1,9.8,0
59.75,122.01,1,70.4,1.0,0,0.2,0
26.66,112.28,3,55.9,2.0,0,5.2,1
14.12,0.0,1,81.0,2.9,2,7.7,0
10.1,61.11,1,28.7,2.8,0,7.9,0
6.82,69.63,1,15.3,5.6,0,7.3,0
43.04,158.11,2,46.4,0.8,2,5.3,0
14.66,130.43,1,16.3,11.7,1,6.5,0
21.48,69.28,1,29.4,1.7,0,7.0,0
20.34,133.13,2,19.3,1.4,1,4.9,0
25.83,180.32,2,26.6,4.6,0,6.0,1
60.2,181.67,1,17.9,6.5,1,8.5,0
118.49,36.02,1,80.6,1.9,2,3.1,0
15.71,142.3,1,30.6,5.5,0,5.2,0
52.72,67.0,3,42.8,8.6,0,0.1,1
43.38,204.1,1,76.5,5.8,1,6.9,0
25.57,197.05,2,60.1,0.1,1,2.0,1
93.74,96.12,1,55.7,7.0,0,4.8,0
6.71,104.04,2,62.2,6.0,2,2.1,0
3.47,122.32,1,71.3,4.4,0,0.2,0
57.72,14.83,1,74.9,5.7,1,4.8,0
17.35,170.16,2,57.6,15.0,0,4.2,1
56.31,133.63,1,75.9,2.3,0,4.3,0
67.07,208.21,1,49.6,0.3,1,2.1,0
1.93,84.1,2,30.5,2.5,2,9.5,0
64.49,112.85,3,75.1,0.2,2,0.0,2
17.84,59.61,1,50.1,1.4,1,8.9,0
21.43,89.74,2,77.1,3.5,1,7.4,1
29.55,79.08,3,13.0,1.5,2,1.7,1
78.27,209.76,3,39.4,4.6,0,4.7,2
0.58,108.1,2,80.1,6.9,0,9.9,0
19.44,157.45,2,28.5,2.2,1,6.4,0
34.92,127.15,1,79.7,9.2,1,1.3,0
38.48,73.83,2,80.6,0.3,0,4.6,0
35.38,139.9,1,75.3,7.3,1,4.7,0
4.33,185.95,1,51.7,7.1,0,8.0,0
10.67,77.53,2,57.9,1.6,2,9.2,0
13.33,198.55,1,74.4,1.4,0,0.8,0
48.96,99.02,2,67.4,1.5,1,3.1,0
9.8,121.02,2,56.6,6.7,0,3.0,1
7.1,181.84,2,82.7,7.1,1,10.0,0
94.71,110.19,1,60.7,1.6,0,5.6,0
0.27,152.25,1,82.2,3.6,1,8.8,0
183.86,131.12,2,14.2,0.6,1,4.3,1
33.89,157.76,3,20.3,2.5,1,7.2,1
52.89,7.16,1,43.4,15.0,0,2.9,0
10.47,40.22,1,38.5,0.7,2,9.1,0
0.43,186.96,3,67.9,11.8,1,4.6,1
40.17,212.23,1,21.9,7.0,2,8.0,0
53.9,95.37,3,82.2,14.3,0,2.6,1
40.47,135.36,2,33.3,0.8,1,6.9,1
4.62,167.68,2,41.7,1.0,0,4.1,0
42.0,191.59,1,30.3,0.1,1,0.3,0
43.95,28.34,1,52.9,5.2,1,4.1,0
32.24,96.84,1,14.3,4.1,2,5.5,0
43.59,130.05,3,21.1,0.8,0,1.5,1
56.11,192.19,2,65.2,6.3,1,1.8,1
28.53,299.91,2,23.8,1.4,2,4.6,1
2.78,136.32,3,27.4,0.6,0,3.4,0
20.06,65.58,1,68.7,2.2,0,4.4,0
2.42,174.14,2,16.9,0.4,1,4.6,0
15.7,229.26,2,42.4,1.2,1,1.4,0
15.68,156.48,3,11.7,1.9,0,1.8,1
2.05,95.6,1,35.7,7.6,0,8.5,0
12.87,207.48,2,61.7,6.3,2,1.6,1
3.53,189.81,3,16.7,2.3,3,6.7,1
49.54,88.44,2,75.7,5.2,1,4.2,1
88.52,172.89,1,77.3,3.4,2,9.7,0
2.25,209.84,2,17.8,1.7,0,0.7,0
93.11,220.91,1,83.3,5.2,1,8.3,0
22.18,146.01,2,32.0,4.6,1,4.9,1
10.68,128.52,3,16.2,3.9,1,0.1,1
2.4,223.64,2,10.4,3.8,1,2.6,0
20.83,77.39,2,40.2,4.6,0,4.1,0
47.47,176.31,2,56.6,1.9,0,3.1,1
36.84,67.8,1,34.6,8.1,1,3.6,0
1.55,213.92,1,71.9,0.7,1,9.2,0
2.27,134.52,3,63.0,8.6,1,3.6,1
15.47,226.11,2,35.9,1.7,1,4.2,0
10.5,179.48,1,64.3,0.5,1,7.6,0
7.93,76.61,1,79.6,3.7,0,7.9,0
9.9,235.48,2,16.9,1.9,0,0.8,0
48.81,243.07,3,32.7,6.8,0,7.0,1
79.45,202.94,3,44.3,2.3,0,4.8,1
15.58,104.3,1,46.9,4.4,0,1.3,0
70.97,131.64,3,50.1,1.5,0,2.6,1
11.64,158.73,2,32.2,0.9,1,0.5,1
19.41,107.78,2,59.4,2.0,0,3.6,0
7.69,251.54,2,57.7,3.7,0,2.6,1
30.69,158.66,1,52.8,4.3,1,3.8,0
115.87,0.0,3,18.4,3.5,2,5.8,1
27.75,170.36,1,45.3,15.0,0,7.3,0
13.29,129.11,1,36.4,4.7,1,6.1,0
31.31,145.5,3,46.3,10.7,2,6.8,1
3.93,127.88,2,78.2,0.5,2,8.7,0
65.85,198.42,3,45.6,0.3,0,8.7,1
20.98,217.18,2,11.0,1.5,2,8.6,1
17.9,166.98,1,42.5,0.6,1,1.5,0
26.45,129.64,3,70.7,3.0,2,2.5,1
29.41,147.52,1,67.7,2.9,1,5.0,0
2.23,151.18,3,48.0,3.4,2,3.6,1
34.43,101.85,1,28.5,5.5,0,1.3,0
8.31,184.74,3,44.4,14.2,2,2.9,1
37.55,177.6,1,51.7,8.4,3,9.8,0
51.87,242.43,2,84.0,0.5,0,3.5,1
48.88,225.32,3,57.7,1.7,1,4.2,1
24.12,108.86,2,61.4,1.2,1,0.1,1
22.03,199.22,2,46.4,0.8,1,7.2,0
4.63,92.94,3,36.2,3.1,1,4.1,1
44.8,191.76,2,70.2,3.2,0,1.0,1
9.5,119.0,3,46.6,1.0,1,9.7,1
20.6,88.6,2,83.6,5.0,0,7.8,0
10.03,166.8,1,43.8,5.3,2,7.3,0
4.31,0.0,1,15.0,0.1,1,9.6,0
29.79,44.94,1,60.5,2.0,3,4.1,0
1.68,139.35,1,13.5,8.8,2,7.2,0
41.43,154.95,2,28.5,2.9,1,2.1,1
11.46,127.84,1,36.2,1.7,0,7.0,0
0.0,55.23,1,64.7,1.2,0,0.1,0
21.47,100.93,1,46.6,1.1,1,1.3,0
1.44,173.47,3,12.1,0.4,1,4.3,0
9.7,184.91,2,55.6,6.8,0,0.1,1
36.83,149.03,1,40.4,0.4,1,4.6,0
1.94,219.41,3,78.2,1.4,2,5.2,1
54.85,173.84,1,47.0,0.2,1,6.2,0
0.11,105.15,3,62.5,6.1,0,1.0,1
8.5,133.17,2,26.2,0.2,0,1.8,0
40.52,65.83,1,66.3,1.5,0,6.1,0
11.41,143.51,2,63.4,3.4,1,6.6,0
3.22,216.73,3,76.9,2.1,1,0.3,1
13.4,191.12,2,12.5,1.3,1,5.4,0
9.46,234.12,3,43.1,1.3,0,7.8,1
55.49,131.83,1,60.3,6.4,1,0.7,0
11.28,230.77,1,17.0,14.6,3,4.1,1
46.67,138.4,1,40.4,1.7,0,3.3,0
66.73,238.3,1,79.7,0.2,0,9.1,0
17.07,148.69,1,42.3,0.1,1,1.9,0
72.22,192.43,3,82.9,5.7,0,3.2,1
14.21,238.51,1,14.2,3.2,0,9.0,0
99.79,138.39,2,63.1,6.1,0,3.3,1
2.81,163.1,2,53.0,4.8,1,5.3,0
34.85,227.33,3,47.0,9.5,0,0.3,1
20.43,142.02,3,81.8,8.7,0,9.8,1
14.71,70.75,3,19.6,6.2,2,8.2,1
30.05,278.58,3,76.3,2.6,1,6.3,1
36.51,121.81,3,61.2,1.5,3,0.6,1
0.13,159.53,3,29.2,2.8,0,0.7,1
5.48,219.36,2,76.7,2.8,0,5.4,0
37.45,113.49,1,41.8,3.8,0,2.9,0
32.93,89.53,2,70.3,0.8,0,6.2,0
101.48,165.22,2,38.8,4.3,0,6.0,1
42.94,42.42,1,73.0,2.4,0,8.4,0
90.34,132.73,1,57.1,3.9,1,2.8,1
36.37,164.7,2,20.4,1.1,5,5.8,1
10.62,133.8,3,58.1,2.3,0,7.8,1
3.34,57.39,1,24.2,0.9,2,4.9,0
45.67,245.65,3,40.5,8.3,0,8.3,1
31.0,156.21,2,22.6,2.7,1,1.3,0
1.48,235.87,3,11.6,1.0,1,7.3,1
13.39,134.4,3,25.7,0.2,1,9.4,1
94.26,97.2,3,49.7,4.5,1,3.3,1
20.82,166.15,2,45.6,1.0,1,3.7,0
17.01,137.05,1,47.1,15.0,0,0.8,1
18.36,79.33,2,28.3,3.1,0,6.4,0
7.03,238.19,3,60.7,1.4,0,5.5,1
13.8,112.66,3,62.1,4.3,1,0.4,1
13.85,39.58,3,36.5,1.3,0,7.5,0
1.61,229.69,1,75.2,6.9,0,8.3,0
43.77,119.74,2,57.7,1.5,1,9.1,1
16.16,113.53,1,62.8,15.0,0,5.5,0
51.81,44.08,1,30.5,3.7,3,4.5,0
56.98,254.46,1,10.0,7.4,0,8.8,0
7.15,72.63,1,74.0,0.3,3,4.0,0
32.13,153.51,3,70.9,1.7,1,6.6,1
19.18,204.76,1,19.1,5.3,1,6.2,0
63.65,175.3,1,37.7,4.3,0,3.7,0
7.29,146.42,3,58.9,0.9,1,0.9,1
33.98,47.9,1,58.3,1.8,2,0.2,0
28.08,101.42,1,73.7,1.2,0,4.3,0
10.5,161.27,1,20.4,3.8,2,4.8,0
4.41,102.77,1,41.8,1.7,1,8.2,0
31.64,162.2,1,17.2,1.5,0,4.1,0
40.25,190.9,1,38.8,0.9,1,2.8,0
11.38,207.75,2,11.1,2.1,0,4.6,0
31.05,76.43,1,76.5,0.9,0,2.4,0
15.08,281.8,1,49.0,13.1,1,0.9,1
37.47,196.05,3,72.9,0.7,0,1.1,1
6.66,149.9,2,14.4,9.8,1,3.2,0
66.28,215.37,3,26.8,2.2,1,0.1,1
10.17,291.92,2,29.2,1.9,1,2.2,1
13.76,63.68,1,38.6,1.1,1,7.9,0
1.8,136.48,3,69.4,4.0,3,2.3,1
